,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
6742,3,1,1004.4,1009.3,344.0,2.5,22.3,87.0,0.0,23,5,0,201.55
6753,3,1,1006.4,1011.3,333.0,2.7,23.0,84.0,0.0,0,6,0,99.01
6761,3,1,1006.8,1011.7,4.0,4.0,25.3,78.0,0.0,3,6,0,165.85
6762,3,1,1006.8,1011.7,4.0,4.0,25.3,78.0,0.0,5,6,0,147.56
6775,3,1,1005.0,1009.9,348.0,5.0,27.6,64.0,0.0,6,6,0,194.553333333
6776,3,1,1005.0,1009.9,348.0,5.0,27.6,64.0,0.0,7,6,0,183.51
6777,3,1,1005.0,1009.9,348.0,5.0,27.6,64.0,0.0,8,6,0,165.862
6792,3,1,1005.4,1010.3,350.0,4.1,26.3,71.0,0.0,9,6,0,168.968333333
6793,3,1,1005.4,1010.3,350.0,4.1,26.3,71.0,0.0,10,6,0,177.195
6794,3,1,1005.4,1010.3,350.0,4.1,26.3,71.0,0.0,11,6,0,168.701
6810,3,1,1006.4,1011.3,358.0,2.2,25.2,75.0,0.0,12,6,0,170.975625
6811,3,1,1006.4,1011.3,358.0,2.2,25.2,75.0,0.0,13,6,0,231.119
6812,3,1,1006.4,1011.3,358.0,2.2,25.2,75.0,0.0,14,6,0,309.495
6828,3,1,1006.9,1011.8,22.0,3.9,24.4,78.0,0.0,15,6,0,273.6
6829,3,1,1006.9,1011.8,22.0,3.9,24.4,78.0,0.0,16,6,0,243.096153846
6830,3,1,1006.9,1011.8,22.0,3.9,24.4,78.0,0.0,17,6,0,163.205555556
6846,3,1,1005.8,1010.7,355.0,3.7,23.1,84.0,0.0,18,6,0,215.396666667
6847,3,1,1005.8,1010.7,355.0,3.7,23.1,84.0,0.0,19,6,0,180.68
6848,3,1,1005.8,1010.7,355.0,3.7,23.1,84.0,0.0,20,6,0,281.38
6864,3,1,1006.2,1011.1,0.0,4.9,22.6,85.0,0.0,21,6,0,195.85875
6865,3,1,1006.2,1011.1,0.0,4.9,22.6,85.0,0.0,22,6,0,266.825
6866,3,1,1006.2,1011.1,0.0,4.9,22.6,85.0,0.0,23,6,0,206.07
6877,3,1,1007.0,1011.9,354.0,3.5,23.0,82.0,0.0,0,7,0,248.52
6886,3,1,1006.5,1011.4,28.0,5.6,26.3,65.0,0.0,3,7,0,121.25
6899,3,1,1004.7,1009.6,7.0,4.4,27.9,57.0,0.0,6,7,0,157.26
6900,3,1,1004.7,1009.6,7.0,4.4,27.9,57.0,0.0,7,7,0,171.87
6901,3,1,1004.7,1009.6,7.0,4.4,27.9,57.0,0.0,8,7,0,204.51
6917,3,1,1004.4,1009.3,359.0,5.2,27.4,52.0,0.0,9,7,0,166.563
6918,3,1,1004.4,1009.3,359.0,5.2,27.4,52.0,0.0,10,7,0,178.005714286
6919,3,1,1004.4,1009.3,359.0,5.2,27.4,52.0,0.0,11,7,0,162.067857143
6935,3,1,1006.2,1011.1,7.0,4.6,25.5,64.0,0.0,12,7,0,166.256666667
6936,3,1,1006.2,1011.1,7.0,4.6,25.5,64.0,0.0,13,7,0,178.420909091
6937,3,1,1006.2,1011.1,7.0,4.6,25.5,64.0,0.0,14,7,0,168.356
6953,3,1,1007.5,1012.4,12.0,5.5,23.3,68.0,0.0,15,7,0,159.445
6954,3,1,1007.5,1012.4,12.0,5.5,23.3,68.0,0.0,16,7,0,189.249090909
6955,3,1,1007.5,1012.4,12.0,5.5,23.3,68.0,0.0,17,7,0,177.583636364
6971,3,1,1006.8,1011.7,350.0,2.8,21.8,76.0,0.0,18,7,0,206.986
6972,3,1,1006.8,1011.7,350.0,2.8,21.8,76.0,0.0,19,7,0,168.312
6973,3,1,1006.8,1011.7,350.0,2.8,21.8,76.0,0.0,20,7,0,176.394285714
6989,3,1,1007.0,1011.9,331.0,4.7,21.2,77.0,0.0,21,7,0,225.79
6990,3,1,1007.0,1011.9,331.0,4.7,21.2,77.0,0.0,22,7,0,177.873333333
6991,3,1,1007.0,1011.9,331.0,4.7,21.2,77.0,0.0,23,7,0,162.37
7015,3,1,1008.3,1013.3,15.0,4.5,24.4,67.0,0.0,5,1,0,169.306666667
7028,3,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,6,1,0,139.5
7029,3,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,7,1,0,175.5775
7030,3,1,1007.4,1012.3,12.0,6.2,26.8,56.0,0.0,8,1,0,165.231666667
7045,3,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,9,1,0,158.564285714
7046,3,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,10,1,0,183.795
7047,3,1,1008.3,1013.3,351.0,5.3,23.8,72.0,0.1,11,1,0,157.52
7063,3,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,12,1,0,161.012857143
7064,3,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,13,1,0,149.647
7065,3,1,1010.4,1015.4,302.0,2.3,20.8,92.0,1.1,14,1,0,195.88
7081,3,1,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,15,1,0,145.865
7082,3,1,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,16,1,0,158.492
7083,3,1,1011.1,1016.1,18.0,2.6,21.4,80.0,0.0,17,1,0,162.9875
7099,3,1,1011.1,1016.1,333.0,2.4,20.2,75.0,0.0,19,1,0,149.64
7115,3,1,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,21,1,0,216.123333333
7116,3,1,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,22,1,0,195.81
7117,3,1,1012.0,1017.0,319.0,2.7,19.1,75.0,0.0,23,1,0,149.77
7131,3,1,1013.2,1018.2,341.0,3.5,21.1,68.0,0.0,0,2,0,135.79
7143,3,1,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,4,2,0,194.31
7144,3,1,1013.5,1018.5,354.0,2.6,23.9,58.0,0.0,5,2,0,165.085
7157,3,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,6,2,0,127.18
7158,3,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,7,2,0,169.9675
7159,3,1,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,8,2,0,158.398571429
7175,3,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,9,2,0,186.46
7176,3,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,10,2,0,144.466666667
7177,3,1,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,11,2,0,173.06
7193,3,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,12,2,0,206.55
7194,3,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,13,2,0,184.25
7195,3,1,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,14,2,0,190.241666667
7211,3,1,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,15,2,0,145.138
7212,3,1,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,16,2,0,171.22
7213,3,1,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,17,2,0,171.71
7229,3,1,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,18,2,0,336.756666667
7230,3,1,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,19,2,0,177.29
7231,3,1,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,20,2,0,169.89
7247,3,1,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,21,2,0,225.41
7248,3,1,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,22,2,0,152.955
7249,3,1,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,23,2,0,186.02
7262,3,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,0,3,0,171.96
7263,3,1,1015.5,1020.5,219.0,0.7,21.7,69.0,0.0,2,3,0,180.6
7273,3,1,1015.4,1020.4,17.0,2.4,25.2,59.0,0.0,5,3,0,230.36
7287,3,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,6,3,0,143.076666667
7288,3,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,7,3,0,173.111818182
7289,3,1,1013.1,1018.1,328.0,3.0,26.2,56.0,0.0,8,3,0,169.0475
7305,3,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0,9,3,0,154.801111111
7306,3,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0,10,3,0,129.524
7307,3,1,1013.2,1018.2,348.0,1.5,24.9,67.0,0.0,11,3,0,173.178
7323,3,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5,12,3,0,176.702
7324,3,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5,13,3,0,155.488888889
7325,3,1,1014.1,1019.1,320.0,2.4,21.3,91.0,0.5,14,3,0,146.7825
7341,3,1,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0,15,3,0,192.928888889
7342,3,1,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0,16,3,0,169.912727273
7343,3,1,1014.1,1019.1,310.0,1.0,20.8,93.0,0.0,17,3,0,215.95
7359,3,1,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0,19,3,0,171.715
7360,3,1,1013.1,1018.1,341.0,1.7,20.2,94.0,0.0,20,3,0,170.747142857
7376,3,1,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0,21,3,0,190.54
7377,3,1,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0,22,3,0,192.876666667
7378,3,1,1012.9,1017.9,320.0,1.6,19.5,96.0,0.0,23,3,0,188.943333333
7389,3,1,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0,0,4,0,164.123333333
7390,3,1,1013.9,1018.9,281.0,1.5,20.7,91.0,0.0,2,4,0,152.86
7403,3,1,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,4,4,0,136.53
7404,3,1,1013.0,1018.0,187.0,2.5,26.4,62.0,0.0,5,4,0,114.7
7417,3,1,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,6,4,0,159.083333333
7418,3,1,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,7,4,0,190.07
7419,3,1,1010.8,1015.8,117.0,2.3,28.7,54.0,0.0,8,4,0,157.5625
7435,3,1,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,9,4,0,189.201818182
7436,3,1,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,10,4,0,175.04
7437,3,1,1010.6,1015.6,91.0,2.6,26.8,57.0,0.0,11,4,0,178.472222222
7453,3,1,1011.7,1016.7,91.0,3.6,24.4,72.0,0.0,12,4,0,179.9225
7454,3,1,1011.7,1016.7,91.0,3.6,24.4,72.0,0.0,13,4,0,181.535833333
7455,3,1,1011.7,1016.7,91.0,3.6,24.4,72.0,0.0,14,4,0,186.396666667
7471,3,1,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,15,4,0,168.415333333
7472,3,1,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,16,4,0,166.282857143
7473,3,1,1012.0,1017.0,86.0,2.7,23.1,80.0,0.0,17,4,0,220.02
7489,3,1,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,18,4,0,136.51
7490,3,1,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,19,4,0,191.08
7491,3,1,1011.6,1016.5,33.0,1.1,21.9,84.0,0.0,20,4,0,212.55
7505,3,1,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,21,4,0,196.208
7506,3,1,1011.3,1016.3,324.0,1.7,20.5,92.0,0.0,22,4,0,135.4825
7516,3,1,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,0,5,0,95.02
7517,3,1,1011.8,1016.8,335.0,0.7,22.7,84.0,0.0,1,5,0,180.38
7530,3,1,1010.9,1015.9,222.0,1.7,26.4,68.0,0.0,4,5,0,224.62
7531,3,1,1010.9,1015.9,222.0,1.7,26.4,68.0,0.0,5,5,0,253.0
7545,3,1,1008.4,1013.3,90.0,2.5,29.5,53.0,0.0,6,5,0,144.89
7546,3,1,1008.4,1013.3,90.0,2.5,29.5,53.0,0.0,7,5,0,182.051428571
7547,3,1,1008.4,1013.3,90.0,2.5,29.5,53.0,0.0,8,5,0,151.652857143
7562,3,1,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,9,5,0,195.2575
7563,3,1,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,10,5,0,176.406666667
7564,3,1,1008.2,1013.2,96.0,4.5,27.2,61.0,0.0,11,5,0,173.256875
7580,3,1,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,12,5,0,166.445882353
7581,3,1,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,13,5,0,166.684
7582,3,1,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0,14,5,0,192.413333333
7598,3,1,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,15,5,0,168.245555556
7599,3,1,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,16,5,0,153.673846154
7600,3,1,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0,17,5,0,165.1525
7616,3,1,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,18,5,0,198.593333333
7617,3,1,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,19,5,0,229.086
7618,3,1,1008.8,1013.7,317.0,1.8,21.4,88.0,0.0,20,5,0,156.64
7634,3,1,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,21,5,0,161.0425
7635,3,1,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,22,5,0,241.21
7636,3,1,1008.9,1013.9,319.0,1.7,20.7,93.0,0.0,23,5,0,191.6575
7648,3,1,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,0,6,0,168.48
7649,3,1,1009.8,1014.8,301.0,1.0,22.7,87.0,0.0,1,6,0,134.825
7662,3,1,1009.2,1014.1,193.0,1.3,27.8,64.0,0.0,4,6,0,175.09
7676,3,1,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,6,6,0,166.281666667
7677,3,1,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,7,6,0,179.375
7678,3,1,1006.6,1011.5,54.0,3.8,29.6,55.0,0.0,8,6,0,196.440769231
7694,3,1,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,9,6,0,174.429230769
7695,3,1,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,10,6,0,204.649166667
7696,3,1,1006.3,1011.2,78.0,5.2,27.8,64.0,0.0,11,6,0,246.7125
7712,3,1,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,12,6,0,159.286
7713,3,1,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,13,6,0,200.204285714
7714,3,1,1007.8,1012.8,60.0,2.5,24.4,78.0,0.0,14,6,0,285.258
7730,3,1,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,15,6,0,250.741666667
7731,3,1,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,16,6,0,204.487777778
7732,3,1,1008.0,1012.9,73.0,1.5,23.7,82.0,0.0,17,6,0,216.026666667
7748,3,1,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,18,6,0,213.273333333
7749,3,1,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,19,6,0,167.572
7750,3,1,1007.1,1012.0,325.0,1.4,21.9,91.0,0.0,20,6,0,149.893333333
7766,3,1,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,21,6,0,201.41
7767,3,1,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,22,6,0,164.48
7768,3,1,1007.5,1012.4,324.0,1.1,21.2,93.0,0.0,23,6,0,158.21
7792,3,1,1008.9,1013.8,102.0,2.4,28.5,65.0,0.0,4,7,0,144.34
7793,3,1,1008.9,1013.8,102.0,2.4,28.5,65.0,0.0,5,7,0,126.685
7807,3,1,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,6,7,0,163.768333333
7808,3,1,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,7,7,0,129.683333333
7809,3,1,1006.4,1011.3,85.0,2.9,29.9,58.0,0.0,8,7,0,159.518
7825,3,1,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,9,7,0,197.146
7826,3,1,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,10,7,0,189.155
7827,3,1,1006.6,1011.5,57.0,2.8,28.9,57.0,0.0,11,7,0,158.549166667
7843,3,1,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,12,7,0,203.038571429
7844,3,1,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,13,7,0,202.496153846
7845,3,1,1008.0,1012.9,83.0,2.9,25.2,76.0,0.0,14,7,0,321.225
7861,3,1,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,15,7,0,203.883
7862,3,1,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,16,7,0,212.391
7863,3,1,1007.9,1012.8,53.0,1.4,24.4,85.0,0.0,17,7,0,196.862
7879,3,1,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,18,7,0,309.623333333
7880,3,1,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,19,7,0,270.994
7881,3,1,1007.2,1012.1,11.0,0.9,22.8,87.0,0.0,20,7,0,207.114
7896,3,1,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,21,7,0,146.793333333
7897,3,1,1007.2,1012.1,358.0,0.5,21.8,93.0,0.0,22,7,0,188.7975
7910,3,1,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,0,1,0,289.885
7911,3,1,1008.4,1013.3,307.0,1.3,24.1,83.0,0.0,1,1,0,176.4
7923,3,1,1007.7,1012.6,174.0,1.6,28.5,57.0,0.0,5,1,0,663.05
7939,3,1,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,6,1,0,127.486666667
7940,3,1,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,7,1,0,155.8275
7941,3,1,1005.4,1010.3,37.0,4.1,30.3,56.0,0.0,8,1,0,146.094
7956,3,1,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,9,1,0,171.521111111
7957,3,1,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,10,1,0,160.738
7958,3,1,1005.6,1010.5,81.0,2.6,28.9,66.0,0.0,11,1,0,162.9175
7974,3,1,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,12,1,0,157.825
7975,3,1,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,13,1,0,150.894444444
7976,3,1,1007.0,1011.9,96.0,3.5,26.4,78.0,0.0,14,1,0,178.517
7992,3,1,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,15,1,0,164.965625
7993,3,1,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,16,1,0,174.976923077
7994,3,1,1007.1,1012.0,315.0,0.8,25.4,86.0,0.0,17,1,0,259.278
8010,3,1,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,18,1,0,205.23
8011,3,1,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,19,1,0,255.07
8012,3,1,1005.7,1010.6,46.0,1.3,24.7,92.0,0.0,20,1,0,173.092
8028,3,1,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,21,1,0,223.23
8029,3,1,1005.7,1010.6,87.0,1.5,24.9,90.0,0.0,22,1,0,157.376666667
8040,3,1,1006.9,1011.8,79.0,2.1,26.2,86.0,0.0,2,2,0,156.79
8067,3,1,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,6,2,0,172.715
8068,3,1,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,7,2,0,179.754285714
8069,3,1,1004.3,1009.2,96.0,3.6,31.1,63.0,0.0,8,2,0,160.1375
8084,3,1,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,9,2,0,183.5975
8085,3,1,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,10,2,0,157.965
8086,3,1,1004.6,1009.5,104.0,4.2,28.7,72.0,0.0,11,2,0,181.610666667
8102,3,1,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,12,2,0,428.318333333
8103,3,1,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,13,2,0,161.308571429
8104,3,1,1006.1,1011.0,40.0,3.4,27.4,85.0,0.0,14,2,0,169.595384615
8120,3,1,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,15,2,0,189.18
8121,3,1,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,16,2,0,203.920833333
8122,3,1,1005.2,1010.1,70.0,3.1,27.1,87.0,0.0,17,2,0,244.88
8138,3,1,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,18,2,0,204.723333333
8139,3,1,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,19,2,0,195.666666667
8140,3,1,1004.2,1009.1,56.0,1.7,26.2,95.0,1.2,20,2,0,179.3575
8156,3,1,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,21,2,0,206.1275
8157,3,1,1003.0,1007.9,28.0,2.9,26.4,94.0,0.0,23,2,0,204.608571429
8171,3,1,1004.7,1009.6,46.0,3.4,26.9,91.0,0.0,1,3,0,196.54
8181,3,1,1004.5,1009.4,65.0,4.3,27.9,86.0,0.0,3,3,0,339.57
8195,3,1,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,6,3,0,185.11
8196,3,1,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,7,3,0,223.726666667
8197,3,1,1003.2,1008.1,92.0,7.5,26.2,94.0,5.5,8,3,0,183.474285714
8213,3,1,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,9,3,0,211.102222222
8214,3,1,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,10,3,0,177.286666667
8215,3,1,1004.2,1009.1,53.0,5.1,24.7,93.0,1.3,11,3,0,307.19
8231,3,1,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,12,3,0,187.666
8232,3,1,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,13,3,0,187.131428571
8233,3,1,1006.1,1011.0,57.0,3.9,23.1,94.0,3.0,14,3,0,193.694
8249,3,1,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,15,3,0,211.904444444
8250,3,1,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,16,3,0,133.046
8251,3,1,1006.7,1011.6,51.0,3.4,22.6,95.0,1.8,17,3,0,203.075
8266,3,1,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,18,3,0,268.044
8267,3,1,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,19,3,0,347.392857143
8268,3,1,1005.6,1010.5,38.0,5.5,22.0,94.0,1.2,20,3,0,230.75
8283,3,1,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,21,3,0,233.43
8284,3,1,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,22,3,0,168.323333333
8285,3,1,1005.5,1010.5,29.0,4.1,21.5,95.0,0.5,23,3,0,166.455
8295,3,1,1007.8,1012.8,345.0,2.3,21.5,97.0,3.1,1,4,0,166.64
8308,3,1,1007.9,1012.9,359.0,5.1,21.6,96.0,0.4,3,4,0,134.88
8309,3,1,1007.9,1012.9,359.0,5.1,21.6,96.0,0.4,5,4,0,214.31
8323,3,1,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,6,4,0,146.11
8324,3,1,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,7,4,0,173.87
8325,3,1,1006.4,1011.4,355.0,6.9,21.0,95.0,0.1,8,4,0,155.302
8340,3,1,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,9,4,0,187.976666667
8341,3,1,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,10,4,0,154.592222222
8342,3,1,1006.4,1011.4,356.0,4.0,20.6,96.0,1.4,11,4,0,157.98125
8358,3,1,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,12,4,0,150.645714286
8359,3,1,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,13,4,0,168.744285714
8360,3,1,1007.6,1012.6,10.0,3.1,20.3,97.0,1.5,14,4,0,145.299
8375,3,1,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,15,4,0,165.459230769
8376,3,1,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,16,4,0,165.877142857
8377,3,1,1007.9,1012.9,342.0,2.6,19.9,97.0,0.3,17,4,0,156.92
8393,3,1,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,18,4,0,264.075
8394,3,1,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,19,4,0,200.7925
8395,3,1,1006.4,1011.4,354.0,1.8,19.6,97.0,0.2,20,4,0,199.12
8410,3,1,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0,5,5,0,151.59
8424,3,1,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,6,5,0,119.46
8425,3,1,1005.5,1010.5,164.0,1.0,24.7,80.0,0.0,8,5,0,157.333333333
8441,3,1,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,9,5,0,162.304
8442,3,1,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,10,5,0,154.927692308
8443,3,1,1006.2,1011.2,16.0,3.5,24.1,81.0,0.0,11,5,0,178.249333333
8459,3,1,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,12,5,0,171.78625
8460,3,1,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,13,5,0,184.99
8461,3,1,1008.4,1013.4,351.0,2.3,22.5,83.0,0.0,14,5,0,194.095
8477,3,1,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,15,5,0,210.3975
8478,3,1,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,16,5,0,286.837083333
8479,3,1,1008.9,1013.9,334.0,1.4,21.7,89.0,0.0,17,5,0,246.081428571
8495,3,1,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,18,5,0,272.377777778
8496,3,1,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,19,5,0,257.856666667
8497,3,1,1008.8,1013.8,319.0,0.9,20.9,96.0,0.0,20,5,0,237.867222222
8513,3,1,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,21,5,0,228.445
8514,3,1,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,22,5,0,240.69125
8515,3,1,1008.6,1013.6,284.0,0.7,21.0,96.0,0.0,23,5,0,185.022857143
8531,3,1,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,0,6,0,174.457142857
8532,3,1,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,1,6,0,199.741666667
8533,3,1,1009.4,1014.4,999017.0,0.1,22.3,93.0,0.0,2,6,0,153.944285714
8549,3,1,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,3,6,0,130.973333333
8550,3,1,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,4,6,0,162.979375
8551,3,1,1010.0,1015.0,188.0,1.1,25.1,82.0,0.0,5,6,0,143.308571429
8567,3,1,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,6,6,0,143.547857143
8568,3,1,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,7,6,0,193.096153846
8569,3,1,1008.1,1013.0,222.0,1.4,27.3,75.0,0.0,8,6,0,164.6255
8585,3,1,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,9,6,0,191.163181818
8586,3,1,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,10,6,0,245.6905
8587,3,1,1007.5,1012.4,99.0,1.1,28.1,74.0,0.0,11,6,0,207.378636364
8603,3,1,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,12,6,0,211.0425
8604,3,1,1009.0,1014.0,326.0,0.9,25.1,90.0,0.0,13,6,0,224.1525
